Partida,Cód. Artículo,Descripción,Descripción depósito,Saldo stock sistema,Saldo stock fisico
1804-00064,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1804-00065,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
1804-00065,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1804-00067,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1804-00068,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1804-00069,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1804-00073,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",STOCK,0.0,0.0
1804-00073,IA3516/2M,"Impl ANATOMIC Ø3,5 x 16 CI",VENCIDO,1.0,0.0
1804-00087,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1804-00087,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1804-00088,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1804-00089,IA4311PS35IM,"Imp AN PS3,5 - Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1804-00090,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
1804-00090,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",VENCIDO,0.0,0.0
1804-00090,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1804-0065,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
1805-00001,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1805-00002,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",STOCK,0.0,0.0
1805-00006,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
1805-00007,IHS3713/3M,"Impl HS-IH   Ø3,75 x 13",STOCK,0.0,0.0
1805-00010,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1805-00010,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",VENCIDO,0.0,0.0
1805-00011,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1805-00011,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1805-00012,IHS5015/3M,Impl HS-IH   Ø5.0 x 15,STOCK,0.0,0.0
1805-00012,IHS5015/3M,Impl HS-IH   Ø5.0 x 15,VENCIDO,0.0,0.0
1805-00013,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1805-00016,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1805-00018,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
1805-00019,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
1805-00019,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",VENCIDO,0.0,0.0
1805-00020,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
1805-00021,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1805-00021,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",VENCIDO,0.0,0.0
1805-00022,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1805-00023,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1805-00024,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1805-00024,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",VENCIDO,0.0,0.0
1805-00025,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
1805-00025,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1805-00029,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1805-00030,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
1805-00031,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1805-00032,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1805-00032,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1805-00036,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1805-00049,IS3313/1M,"Impl RAPID Ø3,3 x 13",STOCK,0.0,0.0
1805-00049,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
1805-00050,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,0.0,0.0
1805-00050,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",VENCIDO,0.0,0.0
1805-00051,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
1805-00052,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1805-00052,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,1.0,0.0
1805-00053,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1805-00056,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1805-00057,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1805-00058,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,0.0,0.0
1805-00058,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",VENCIDO,0.0,0.0
1805-00059,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
1805-00060,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
1805-00061,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1805-00061,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1805-00062,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1805-00062,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1805-00063,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,0.0,0.0
1805-00064,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
1805-00064,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
1805-00065,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1805-00065,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
1805-00066,IS3707/1M,"Impl RAPID Ø3,75 x 7",STOCK,0.0,0.0
1805-00066,IS3707/1M,"Impl RAPID Ø3,75 x 7",VENCIDO,0.0,0.0
1805-00068,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
1805-00069,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
1805-00082,IH4313PS35IM,"Impl HS PS3,5 -  Ø4,3 x 13",STOCK,0.0,0.0
1805-00082,IH4313PS35IM,"Impl HS PS3,5 -  Ø4,3 x 13",VENCIDO,0.0,0.0
1805-00082,IH4315PS35IM,"Impl HS PS3,5 -  Ø4,3 x 15",VENCIDO,2.0,0.0
1806-00001,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1806-00002,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1806-00006,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1806-00006,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
1806-00007,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1806-00008,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1806-00009,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1806-00010,IS3308/1M,"Impl RAPID Ø3,3 x 8,5",STOCK,0.0,0.0
1806-00017,IHS4208/3M,"Impl HS-IH   Ø4,3 x 8,5",STOCK,0.0,0.0
1806-00018,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
1806-00019,IE4213/3M,"Impl SIMPLE Ø4,2 x 13",STOCK,0.0,0.0
1806-00019,IE4213/3M,"Impl SIMPLE Ø4,2 x 13",VENCIDO,0.0,0.0
1806-00020,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1806-00021,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1806-00021,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
1806-00027,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
1806-00027,IS4008/1M,"Impl RAPID Ø4 x 8,5",VENCIDO,0.0,0.0
1806-00028,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1806-00029,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1806-00030,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
1806-00031,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
1806-00031,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",VENCIDO,0.0,0.0
1806-00032,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
1806-00032,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",VENCIDO,0.0,0.0
1806-00033,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1806-00034,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",STOCK,0.0,0.0
1806-00034,IA5013/2M,"Impl ANATOMIC Ø 5,0 x 13 CI",VENCIDO,0.0,0.0
1806-00035,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",STOCK,0.0,0.0
1806-00035,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",VENCIDO,0.0,0.0
1806-00037,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1806-00038,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
1806-00038,IHS3515IM,"Impl HS  Ø3,5 x 15",VENCIDO,0.0,0.0
1806-00039,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1806-00040,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
1806-00040,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,0.0,0.0
1806-00041,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1806-00042,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1806-00042,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,1.0,0.0
1806-00043,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1806-00043,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1806-00044,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1806-00050,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",STOCK,0.0,0.0
1806-00050,IE3713/3M,"Impl SIMPLE Ø3,75 x 13",VENCIDO,0.0,0.0
1806-00052,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
1806-00052,IS4008/1M,"Impl RAPID Ø4 x 8,5",VENCIDO,0.0,0.0
1806-00053,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1806-00063,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,1.0,0.0
1806-00063,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
1806-00063,IHS5011IM,"Impl HS  Ø5 x 11,5",VENCIDO,0.0,0.0
1806-00064,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
1806-00065,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
1806-00065,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",VENCIDO,0.0,0.0
1806-00066,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1806-00066,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",VENCIDO,0.0,0.0
1806-00067,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1806-00067,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",VENCIDO,0.0,0.0
1806-00069,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1806-00070,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1806-00070,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1806-00071,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1806-00071,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1806-00072,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1806-00073,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",STOCK,0.0,0.0
1806-00073,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",VENCIDO,4.0,0.0
1806-00074,IE5006/3M,"Impl SHORTY Ø 5 x 6,5",STOCK,0.0,0.0
1806-00080,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
1806-00081,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1806-00082,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
1806-00082,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",VENCIDO,0.0,0.0
1806-00083,IA3711/3M,"Implante Anat Ø 3,7 x11.5 I.H.",STOCK,0.0,0.0
1806-00084,IE5006/3M,"Impl SHORTY Ø 5 x 6,5",STOCK,0.0,0.0
1806-00084,IE5006/3M,"Impl SHORTY Ø 5 x 6,5",VENCIDO,0.0,0.0
1806-00085,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
1806-00086,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
1806-00086,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",VENCIDO,0.0,0.0
1806-00087,IS3313/1M,"Impl RAPID Ø3,3 x 13",STOCK,0.0,0.0
1806-00087,IS3313/1M,"Impl RAPID Ø3,3 x 13",VENCIDO,0.0,0.0
1806-00088,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1806-00090,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
1807-00001,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
1807-00002,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
1807-00002,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
1807-00009,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
1807-00009,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",VENCIDO,0.0,0.0
1807-00011,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1807-00011,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",VENCIDO,0.0,0.0
1807-00014,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
1807-00014,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",VENCIDO,0.0,0.0
1807-00015,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
1807-00016,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
1807-00017,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1807-00018,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1807-00019,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1807-0002,IS5007/1M,"Impl RAPID Ø 5,1 x 7",STOCK,0.0,0.0
1807-00020,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1807-00021,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1807-00022,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
1807-00022,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1807-00023,IS5007/1M,"Impl RAPID Ø 5,1 x 7",STOCK,0.0,0.0
1807-00023,IS5007/1M,"Impl RAPID Ø 5,1 x 7",VENCIDO,0.0,0.0
1807-00024,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
1807-00024,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
1807-00025,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",STOCK,0.0,0.0
1807-00025,IA5008/1M,"Impl ANATOMIC Ø 5,1 x 8 CE",VENCIDO,1.0,0.0
1807-00026,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
1807-00027,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,0.0,0.0
1807-00027,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",VENCIDO,0.0,0.0
1807-00028,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
1807-00029,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1807-00029,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",VENCIDO,0.0,0.0
1807-00030,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1807-00039,IE3313/3M,"Impl SIMPLE Ø3,3 x 13",STOCK,0.0,0.0
1807-00040,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1807-00041,IA5016/2M,"Impl ANATOMIC Ø 5,0 x 16 CI",STOCK,0.0,0.0
1807-00041,IA5016/2M,"Impl ANATOMIC Ø 5,0 x 16 CI",VENCIDO,0.0,0.0
1807-00043,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",STOCK,0.0,0.0
1807-00043,IH4310PS35IM,"Impl HS PS3,5 -  Ø4,3 x 10",VENCIDO,0.0,0.0
1807-00044,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1807-00045,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
1807-00046,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1807-00046,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1807-00047,IHS3715/3M,"Impl HS-IH   Ø3,75 x 15",STOCK,0.0,0.0
1807-00048,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1807-00048,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",VENCIDO,0.0,0.0
1807-00049,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",STOCK,0.0,0.0
1807-00049,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",VENCIDO,0.0,0.0
1807-00052,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1807-00053,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1807-00053,IS4011/1M,"Impl RAPID Ø4 x 11,5",VENCIDO,0.0,0.0
1807-00054,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
1807-00054,IHS4315IM,"Impl HS  Ø4,3 x 15",VENCIDO,0.0,0.0
1807-00055,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,0.0,0.0
1807-00056,IHS5013IM,Impl HS  Ø5 x 13,STOCK,0.0,0.0
1807-00057,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1807-00058,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1807-00058,IHS3510IM,"Impl HS  Ø3,5 x 10",VENCIDO,0.0,0.0
1807-00059,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1807-00059,IA4311PS35IM,"Imp AN PS3,5 - Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1807-00059,IA4311PS35IM,"Imp AN PS3,5 - Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1807-00060,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1807-00063,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",STOCK,0.0,0.0
1807-00063,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
1807-00063,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1807-00064,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1807-00065,IA5010/1M,"Impl ANATOMIC Ø 5,1 x 10 CE",STOCK,0.0,0.0
1807-00065,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
1807-00066,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
1807-00066,IHS5010IM,Impl HS  Ø5 x 10,VENCIDO,0.0,0.0
1807-00067,IHS5011IM,"Impl HS  Ø5 x 11,5",STOCK,0.0,0.0
1807-00067,IHS5011IM,"Impl HS  Ø5 x 11,5",VENCIDO,0.0,0.0
1807-00068,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1807-00068,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",VENCIDO,0.0,0.0
1807-00069,IHS5008/3M,"Impl HS-IH   Ø5.0 x 8,5",STOCK,0.0,0.0
1807-00069,IHS5008/3M,"Impl HS-IH   Ø5.0 x 8,5",VENCIDO,0.0,0.0
1807-00070,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",STOCK,0.0,0.0
1807-00070,IA3508/1M,"Impl ANATOMIC Ø3,5 x 8 CE",VENCIDO,0.0,0.0
1807-00072,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,0.0,0.0
1807-00072,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",VENCIDO,0.0,0.0
1807-00073,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1807-00074,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1807-00075,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1807-00076,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1807-00076,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,0.0,0.0
1807-00076,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1807-00077,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1807-00078,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1807-00078,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",VENCIDO,0.0,0.0
1807-00079,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1807-00080,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1807-00088,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1807-00088,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",VENCIDO,0.0,0.0
1807-00089,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1807-00090,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1807-00090,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1807-00091,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",STOCK,0.0,0.0
1807-00091,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",VENCIDO,0.0,0.0
1807-00093,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",STOCK,0.0,0.0
1807-00093,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
1807-00094,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1808-00001,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1808-00002,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1808-00003,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1808-00004,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00005,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1808-00005,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1808-00006,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1808-00006,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1808-00008,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1808-00008,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1808-00009,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1808-00010,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1808-00011,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",STOCK,0.0,0.0
1808-00011,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,0.0,0.0
1808-00012,IHS4215/3M,"Impl HS-IH   Ø4,3 x 15",STOCK,0.0,0.0
1808-00013,IHS4208/3M,"Impl HS-IH   Ø4,3 x 8,5",STOCK,0.0,0.0
1808-00014,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1808-00015,IA4310PS35IM,"Imp AN PS3,5 - Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00042,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,1.0,0.0
1808-00042,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
1808-00043,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1808-00044,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1808-00045,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1808-00045,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",VENCIDO,0.0,0.0
